Job Name,Company Name,Level,Education,Form Of Work,Location,Quantity,Application Deadline,Tags,Tags Count,Job Detail,Job Detail Points,Candidate Requirements,Requirements Count,Benefits,Benefits Count,Working Time,Company Link,Post Link
Business Analyst Leader,Công ty TNHH Printway,Trưởng nhóm,Đại Học trở lên,Toàn thời gian,"- Hà Nội: Tầng 2, Nhà 1B, Khu VL1, Khu Thương mại Dịch vụ Trung Văn, Phường Đại Mỗ, Nam Từ Liêm",1 người,,"Chuyên môn Business Analyst (Phân tích nghiệp vụ), IT - Phần mềm, Thương mại điện tử",3,"Tiếp nhận, phân tích và làm rõ các yêu cầu nghiệp vụ đến từ BOD và các phòng ban
Tiến hành phân tích chi tiết yêu cầu, đưa ra giải pháp, mô hình hóa nghiệp vụ, mockup và trình bày với BOD, các phòng ban
Xây dựng và quản lý tài liệu SRS và các tài liệu liên quan khác trong quá trình phát triển phần mềm
Chuyển giao kết quả phân tích nghiệp vụ cho đội phát triển và hỗ trợ trong quá trình triển khai
Nghiệm thu tính năng để đảm bảo đầu ra đúng với yêu cầu
Nghiên cứu xu hướng thị trường, phân tích đối thủ và đề xuất cải tiến",6,"Tối thiểu 4 năm kinh nghiệm làm BA
Hiểu biết về quy trình phát triển phầm mềm
Đã có kinh nghiệm lead nhóm từ 2 – 4 thành viên tối thiểu 1 năm
Có kỹ năng xử dụng tốt các công cụ Figma, các công cụ làm việc với UML
Có kiến thức và kinh nghiệm phát triển phần mềm theo mô hình Agile
Có khả năng dẫn dắt đội nhóm là lợi thế
Hiểu biết về UI/ UX là một điểm cộng
Có khả năng làm việc độc lập và làm việc nhóm tốt
Cẩn thận, có trách nhiệm trong công việc",9,"Được cung cấp đầy đủ trang thiết bị phục vụ công việc.
Trợ cấp ăn trưa và gửi xe hàng tháng.
Review kết quả làm việc 2 lần/năm, review lương 1 lần/năm.
Được hưởng đầy đủ chế độ phúc lợi theo quy định của pháp luật.
Đầy đủ các chế độ thưởng Lễ Tết, thưởng sinh nhật Công ty, thưởng lương tháng 13, thưởng hiệu quả kinh doanh năm…. Mức thưởng cụ thể căn cứ theo tình hình sản xuất kinh doanh của năm.
Môi trường trẻ trung, năng động, hoà đồng.
Tham gia các hoạt động bóng đá, bi-a và các hoạt động thể dục, thể thao khác do Công ty tổ chức.
Tham gia các hoạt động du lịch hè, Teambuilding, Sinh nhật Công ty, Year End Party,vv…
Làm việc trong môi trường năng động, được trải nghiệm với các xu hướng mới.
Có thể phát triển chuyên sâu về chuyên môn thông qua các khoá đào tạo nội bộ và bên ngoài do Công ty tổ chức.",10,"Thứ 2 - Thứ 6 (từ 08:30 đến 18:00) Thời gian làm việc: 9h30 - 18h30, nghỉ trưa từ 12h-13h30 và làm thứ 7 (remote) cách tuần",https://www.topcv.vn/cong-ty/cong-ty-tnhh-printway/41124.html,https://www.topcv.vn/viec-lam/business-analyst-leader/1854184.html?ta_source=ITJobs_LinkDetail
2D Game Artist,CÔNG TY TNHH CÔNG NGHỆ HAY HAY GLOBAL,Nhân viên,Cao Đẳng trở lên,Toàn thời gian,"- Hà Nội: Tầng 4, tòa Green Park Tower, Lô 33, ngõ 6 Dương Đình Nghệ, phường Yên Hòa TP Hà Nội, Cầu Giấy, Cầu Giấy",1 người,18/10/2025,"Chuyên môn Concept Artist, Game, Thiết kế / Kiến trúc, IT - Phần mềm, Nghỉ thứ 7",5,"Thiết kế Visual Art chất lượng cao (Character, Environment, Game UI/UX, …) cho các game dòng Casual, Hyper casual, Midcore theo định hướng sản phẩm
Thiết kế assets cho các dự án game, đảm bảo tính nhất quán về Art-style.
Xây dựng và quản lý assets, resource dự án có hệ thống và khoa học
Phối hợp cùng team phân tích tài liệu, nghiên cứu thị trường để đề xuất và phát triển Art-style phù hợp.
Lên ý tưởng và tiếp nhận ý kiến từ các thành viên trong và ngoài dự án để cải thiện sản phẩm
Đảm bảo tiến độ công việc theo kế hoạch, phối hợp hiệu quá với các team khác",6,"Tối thiểu 1 năm kinh nghiệm làm tại vị trí tương đương, ưu tiên đã có các sản phẩm về game.
Gửi kèm Portfolio khi ứng tuyển.
Thành thạo một trong các phần mềm: Photoshop, Illustrator, ...
Từng tham gia phát triển game midcore thể loại như Merge, Match-3,…
Hiểu biết về nguyên lý thiết kế game hiện đại, nắm bắt được phong cách, xu hướng và các yếu tố UI (biết UX là lợi thế)
Kinh nghiệm sử dụng các công cụ AI phục vụ công việc.
Có mắt thẩm mỹ tốt, am hiểu bố cục, màu sắc, mảng khối, typography.
Sáng tạo, tỉ mỉ, chú trọng từng chi tiết, luôn cập nhật và ứng dụng trend mới vào thiết kế.
Chủ động, ham học hỏi, làm việc nhóm và làm việc độc lập hiệu quả.
Có khả năng vẽ tay, wacom tốt",10,"Lương: 10.000.000 - 25.000.000 VND + Phụ cấp + Thưởng. Thu nhập trung bình 13 – 15 tháng lương/năm.
Phụ cấp gửi xe; cung cấp bữa trưa; đồ uống, trái cây miễn phí tại văn phòng;
Tham gia BHXH, BHYT, … sau thời gian thử việc, các phúc lợi theo quy định Luật Lao động và các chế độ đãi ngộ của Công ty (Thưởng Tết dương lịch, 30/04, Tết thiếu nhi, Quốc khánh, Trung thu, Sinh nhật, …)
Đánh giá hiệu suất review công việc định kỳ 2 lần/năm
Văn hóa cho phép phát huy tối đa khả năng và tính sáng tạo của nhân sự
Các chuyến du lịch, teambuilding hấp dẫn hàng quý, năm. Khám sức khỏe định kỳ. CLB bóng bàn, bi lắc, bóng đá, …",6,Thứ 2 - Thứ 6 (từ 08:00 đến 17:30) Thứ 2 - Thứ 6 (từ 07:30 đến 17:00),https://www.topcv.vn/cong-ty/cong-ty-tnhh-cong-nghe-hay-hay-global/166627.html,https://www.topcv.vn/viec-lam/2d-game-artist/1880745.html?ta_source=ITJobs_LinkDetail
AI Engineer,Công ty Cổ phần SEONGON Thịnh Vượng,Nhân viên,Cao Đẳng trở lên,Toàn thời gian,"- Hà Nội: 46 Bích Câu, Ô Chợ Dừa, Đống Đa",1 người,31/10/2025,Chuyên môn AI Engineer,1,"Design, build, and operate automated pipelines for SEO and internal tasks to increase efficiency, reduce costs, and expand technological capabilities
Regularly monitor, troubleshoot, and improve available processes and tools integrated with AI
Develop and optimize digital workspaces, facilitate internal collaboration across departments, and manage structured data within the Larksuite ecosystem
Conduct data analysis and build dashboards to visualize and report critical operational performance indicators
Track and identify AI trends both locally and globally, and propose innovative application solutions
Provide support and training for other departments to integrate AI into their day-to-day operations.",6,"Continuously learn and stay current with technology by actively researching, self-learning, and keeping track of updates and events in the AI industry.
Tools & Platforms: Minimum proficiency in Microsoft Office and Google Docs/Sheets, experienced with data processing scientific research tools, and familiar with AI assistants such as ChatGPT, Gemini, and Claude
English Skills: IELTS ≥ 7.0 or an equivalent qualification, with strong emphasis on reading and comprehension skills.
Programming/Automation Skills would be a big advantage: Hands-on experience with Python/JavaScript and familiarity with No-code/Low-code platforms such as Make.com, n8n, Zapier, and Diffy.
Data Analysis: Skilled in using data visualization tools, with Power BI considered a strong advantage.
Collaboration & Training: Strong communication skills, open to knowledge sharing, and experienced in cross-departmental coordination",6,"Immediate special recognition when you achieve outstanding performance
Regular internal training to enhance expertise and skills
Allowances and other benefits
Full social insurance contribution
Salary review every 6 months
Annual company trip
Work in a professional environment with an OKRs-based management model",7,"Thứ 2 - Thứ 6 (từ 08:30 đến 17:30) Nghỉ Thứ 7, Chủ Nhật",https://www.topcv.vn/cong-ty/cong-ty-co-phan-seongon-thinh-vuong/9479.html,https://www.topcv.vn/viec-lam/ai-automation-specialist-ai-engineer/1885169.html?ta_source=ITJobs_LinkDetail
Quản Lý Dự Án,Công Ty Cổ Phần Edulive Toàn Cầu,Quản lý / Giám sát,Đại Học trở lên,Toàn thời gian,"- Hà Nội: Khu Ngoại Giao Đoàn, Xuân Tảo, Bắc Từ Liêm, Bắc Từ Liêm",1 người,19/10/2025,"Chuyên môn IT Project Manager, IT - Phần mềm, Giáo dục / Đào tạo, Nghỉ thứ 7, Tuổi 27 - 35",5,"• Nắm bắt yêu cầu từ BLĐ, phối hợp với các phòng ban lên kế hoạch và quản lý các line phát triển sản phẩm, đảm bảo các dự án triển khai đúng kế hoạch. • Quản lý rủi ro và vấn đề phát sinh trong quá trình thực hiện dự án. • Theo dõi và báo cáo tiến độ dự án cho các bên liên quan. • Quản lý và điều phối các nguồn lực (nhân sự, thiết bị) của dự án. • Tổ chức và điều phối các cuộc họp, báo cáo tiến độ dự án. • Xây dựng và duy trì mối quan hệ tốt với bên liên quan. • Đảm bảo tuân thủ các quy trình và tiêu chuẩn quản lý dự án. • Đánh giá hiệu quả của dự án sau khi hoàn thành. Đề xuất cải tiến để tối ưu các quy trình quản lý. • Ưu tiên các ứng viên có khả năng team building tốt, biết thúc đẩy đội nhóm làm việc và tăng tốc khi cần thiết hướng đến luôn đảm bảo deadline và chất lượng công việc.",1,"• Tốt nghiệp Đại học chuyên ngành Công nghệ thông tin hoặc các chuyên ngành liên quan. • Ưu tiên ứng viên có nền tảng tốt về các công nghệ lập trình, từng làm team lead, tech lead. • Có kinh nghiệm quản lý và làm việc nhóm hiệu quả. • Có khả năng làm việc độc lập và chịu được áp lực cao. • Am hiểu về các quy trình phát triển phần mềm. • Có kiến thức về các công nghệ phần mềm phổ biến, sản phẩm và ứng dụng liên quan AI • Kỹ năng lập kế hoạch, tổ chức và quản lý thời gian tốt.",1,"• Mức lương cạnh tranh, xứng đáng với năng lực và kinh nghiệm. • Phụ cấp ăn trưa. Để xe miễn phí tại VP công ty. • Môi trường làm việc chuyên nghiệp, năng động và thân thiện, trẻ trung. • Cơ hội được làm việc trong một Startup EdTech sử dụng AI, giúp thay đổi nền giáo dục tương lai • Cơ hội học hỏi, thăng tiến trong môi trường khuyến khích sự sáng tạo, đổi mới • Chế độ bảo hiểm đầy đủ theo luật lao động. • Các chế độ phúc lợi khác như: thưởng lễ, tết, nghỉ mát, team building...",1,Thứ 2 - Thứ 6 (từ 08:00 đến 17:30),https://www.topcv.vn/cong-ty/cong-ty-co-phan-edulive-toan-cau/27371.html,https://www.topcv.vn/viec-lam/quan-ly-du-an-phan-mem/1661797.html?ta_source=ITJobs_LinkDetail
Chuyên Viên An Toàn Thông Tin Hà Nội,CÔNG TY TNHH DỊCH VỤ SỐ DIGILIFE VIỆT NAM,Nhân viên,Đại Học trở lên,Toàn thời gian,"- Hà Nội: Tầng 11, Toà Peakview, 36 Hoàng Cầu, Ô Chợ Dừa, Đống Đa",1 người,,"Chuyên môn Chuyên viên IT Security, IT - Phần mềm, IT - Phần cứng và máy tính, Nghỉ thứ 7, Tuổi 25 - 32",5,"Vận hành hệ thống: Trực tiếp vận hành các hệ thống an ninh thông tin (Firewall, WAF). Giám sát, xử lý sự cố và đảm bảo các hệ thống vận hành ổn định.
Phối hợp, hỗ trợ: Phối hợp với phòng ban khác xử lý các kết nối, tính năng của sản phẩm an ninh thông tin. Hỗ trợ xử lý các vấn đề với người dùng trong các vấn đề với hệ thống ANTT hằng ngày.
Nghiên cứu, đề xuất mới các hệ thống ATTT theo yêu cầu của công ty.
Thực hiện các công việc liên quan theo phân công của trưởng nhóm, lãnh đạo phòng.",4,"Tốt nghiệp đại học trở lên thuộc một trong các chuyên ngành: Công nghệ thông tin, điện tử viễn thông, khoa học máy tính hoặc tương đương
Tối thiểu 2 năm kinh nghiệm trong lĩnh vực giám sát và vận hành các giải pháp bảo mật chuyên dụng như Firewall, WAF, SIEM, IPS/IDS, AV, DLP, MDM, FIM, PAM...
Nắm vững các kiến thức về mạng, hệ thống, security cơ bản.
Ưu tiên ứng viên có kinh nghiệm vận hành các hệ thống ANTT, đã từng triển khai, vận hành các hệ thống thiết bị như palo alto, vyos, akamai, cloudflare,...
Ưu tiên ứng viên có chứng chỉ LPI, MCSA, MCSE, CCNA, CCNP, Security+",5,"Mức lương thỏa thuận theo năng lực;
Thưởng hiệu quả công việc.
Môi trường làm việc trẻ trung năng động, chuyên nghiệp;
Được tham gia các hoạt động do Công ty tổ chức: Teambuilding, Khám sức khoẻ định kỳ, Year End Party
Được review lương hàng năm, thưởng thành tích dựa theo kết quả đánh giá năm;
Đóng Bảo hiểm xã hội, bảo hiểm y tế, bảo hiểm thất nghiệp theo luật bảo hiểm;
Được đóng bảo hiểm sức khỏe cao cấp;
Ngày phép: 12 ngày/năm và 6 ngày nghỉ ốm nguyên lương.
Trợ cấp ăn trưa: 40.000đ/bữa, trợ cấp ăn tối: 70.000đ/bữa;
Ăn sáng miễn phí, bữa ăn nhẹ hàng ngày, ngoài ra có tea-break miễn phí, ...
Phụ cấp trang điểm (Cho lao động nữ: 250.000/tháng);
Mã giảm giá từ ví VNPAY hàng tháng;
Tặng sim nội bộ VNSKY + Gói cước data, thoại hàng tháng;
Có quà cho nhân viên có con nhỏ: Tết thiếu nhi, Tết Trung thu,...",14,Thứ 2 - Thứ 6 (từ 08:00 đến 17:30),https://www.topcv.vn/cong-ty/cong-ty-tnhh-dich-vu-so-digilife-viet-nam/33666.html,https://www.topcv.vn/viec-lam/chuyen-vien-an-toan-thong-tin-tu-2-nam-kinh-nghiem-dai-ngo-hap-dan-tai-ha-noi/1830699.html?ta_source=ITJobs_LinkDetail
Senior Developer Trung,Tập Đoàn Vàng Bạc Đá Quý DOJI,Nhân viên,Đại Học trở lên,Toàn thời gian,"- Hà Nội: DOJI Tower, số 5 Lê Duẩn, Ba Đình",1 người,01/11/2025,"Chuyên môn Công nghệ thông tin khác, IT - Phần mềm, Nghỉ thứ 7",3,"- Lập trình các ứng dụng phần mềm phục vụ cho hoạt động sản xuất, kinh doanh của Công ty trên các nền tảng web, windows...- Kiểm tra và bảo trì các chương trình, ứng dụng định kỳ, tiến hành sửa lỗi khi có vấn đề xảy ra.- Xử lý các phản hồi từ người dùng, hỗ trợ các vấn đề liên quan.- Phát triển và xây dựng các tính năng mới cho phần mềm, nâng cấp phần mềm và các hệ thống hiện tại.- Tham gia phân tích, thiết kế, đánh giá tính năng của sản phẩm. Đề xuất ý tưởng, cải tiến cho sản phẩm đang phát triển.- Phối hợp công việc cùng các thành viên trong nhóm.- Các công việc khác theo yêu cầu của Trưởng BP/ Phó GĐ CNTT/ Giám đốc CNTT",1,"Năng lực chuyên môn:Sử dụng thành thạo 1 trong các ngôn ngữ lập trình & Framework chính như:- Backend: C#, .NET Core, Java, Node.js → phát triển dịch vụ, API trung gian.- Frontend: ReactJS, Angular, Vue.js → xây dựng web portal cho nghiệp vụ.- Mobile App: Flutter, React Native → Loyalty app, App bán hàng, quản lý tồn kho, App phê duyệt điện tử...Có khả năng làm việc với API/Web services (REST, OData, SOAP) để kết nối SAP B1, POS, CRM. Sử dụng Message Queue / ESB / API Gateway (Kafka, RabbitMQ, Azure API Management) để đồng bộ dữ liệu.Có kiến thức và khả năng làm việc với Cơ sở dữ liệu: SQL Server, MySQL, PostgreSQL. Query dữ liệu từ Data warehouse để phục vụ báo cáo/ứng dụng.Báo cáo & Dashboard: Power BI, Tableau, hoặc viết API để lấy dữ liệu từ Data warehouse ra dashboard.Có khả năng DevOps cơ bản: Git, CI/CD, Docker, triển khai ứng dụng vệ tinh trên Cloud hoặc On-premise.Hiểu biết về bảo mật ứng dụng: OAuth2, JWT, Single Sign-On (SSO) khi tích hợp với hệ thống lõi.Kỹ năng mềmLàm việc nhóm chặt chẽ với BA, Tester, ERP Support.Tư duy giải quyết vấn đề, logic tốt.Khả năng học nhanh công nghệ mới (ví dụ RPA, AI).Giao tiếp cơ bản để trao đổi với nghiệp vụTrung thực, nhiệt tình, có trách nhiệm",1,"1/Mức lương: 25 - 35 triệu
Lương thỏa thuận theo năng lực và kinh nghiệm thực tế của ứng viên và các loại phụ cấp theo yêu cầu công việc...;
Lương tháng 13 bằng từ 1-5 tháng lương thỏa thuận.
2/Thưởng:
Thưởng định kỳ theo kết quả kinh doanh chung của Tập đoàn theo quý và theo năm;
Thưởng đột xuất theo chương trình chung của Tập đoàn;
Thưởng đột xuất theo thành tích đặc biệt và hoặc các sáng kiến cải tiến trong công việc.
3/Chế độ đãi ngộ khác:
Được hưởng đầy đủ các chế độ phúc lợi cơ bản theo quy định của nhà nước ngay sau kết thúc thời gian thử việc bao gồm BHXH, BHYT, BHTN, chế độ Khám sức khỏe định kỳ...;
Được hưởng đầy đủ các chế độ phúc lợi động viên cho bản thân và người thân theo quy định chung của Tập đoàn như Chế độ thăm hỏi; Mừng các ngày lễ trong năm; Mừng ngày thành lập Tập đoàn; Hiếu - hỉ...;
Được hưởng đầy đủ các chế độ phúc lợi nâng cao (dành cho cấp quản lý) như: Mừng danh hiệu quản lý cuối năm, Bảo hiểm sức khỏe cho bản thân và người thân; Chăm sóc sức khỏe (tập thể thao, tập gym...); Hỗ trợ đi lại; Hỗ trợ mua sắm và sử dụng dịch vụ ưu đãi;
Được tham gia các hoạt động ngoại khóa, văn hóa đoàn thể hấp dẫn dành cho CBNV;
Môi trường làm việc chuyên nghiệp, nhân văn, văn hóa và thân thiện
4/Thời gian làm việc:
Từ 8h30 - 17h30, nghỉ trưa từ 12h - 13h, ăn trưa tại Căng tin tập đoàn. Thứ 7 làm việc cách tuần.
5/ Địa điểm làm việc:DOJI Tower, số 5, Lê Duẩn, Ba Đình, Hà Nội",16,Thứ 2 - Thứ 6 (từ 08:00 đến 17:00),https://www.topcv.vn/cong-ty/tap-doan-vang-bac-da-quy-doji/198942.html,https://www.topcv.vn/viec-lam/senior-developer-trung-tam-doi-moi-so/1889744.html?ta_source=ITJobs_LinkDetail
Trưởng Nhóm Phân Tích Nghiệp Vụ,CÔNG TY TNHH PHÁT TRIỂN HỆ THỐNG DỊCH VỤ CÔNG NGHỆ THÔNG TIN,Trưởng nhóm,Đại Học trở lên,Toàn thời gian,"- Hà Nội: Số 38 Đỗ Đức Dục, Phường Mễ Trì, Nam Từ Liêm",5 người,30/11/2025,"Chuyên môn Business Analyst (Phân tích nghiệp vụ), IT - Phần mềm",2,"Làm việc trực tiếp với khách hàng khối cơ quan nhà nước, các bộ ngành, tòa án, đơn vị quản lý hành chính.
Thu thập, phân tích và làm rõ yêu cầu từ nhiều cấp khác nhau (cơ quan quản lý, chuyên viên, người dùng cuối).
Viết tài liệu nghiệp vụ chi tiết (BRD, URD, Use Case, User Story…) làm cơ sở cho đội phát triển.
Phân tích và nhận diện đúng người có thẩm quyền ở từng giai đoạn để hỗ trợ chốt yêu cầu nhanh, giảm rủi ro thay đổi phạm vi.
Phối hợp với kỹ thuật, QA và khách hàng để xây dựng giải pháp khả thi, đúng quy định.
Tham gia kiểm thử UAT, demo, training người dùng, hỗ trợ vận hành sau triển khai.
Hỗ trợ triển khai các dự án CNTT quy mô lớn, có tính chất đặc thù trong lĩnh vực quản lý nhà nước, an ninh – xã hội.",7,"Tối thiểu3–5 năm kinh nghiệmở vị trí BA trong các dự án CNTT, đặc biệt làkhối nhà nước(tòa án, các bộ/ngành, công an, viễn thông, công ích, …).
Hiểu biết tốt về quy trình nghiệp vụ hành chính công, quản lý hồ sơ, báo cáo, xử lý vi phạm hành chính.
Có kỹ năng nhận diện, làm việc và duy trì quan hệ với các bên liên quan; biết xác định đúng người có thẩm quyền ở từng giai đoạn để tổng hợp và chốt yêu cầu hiệu quả.
Kỹ năng viết tài liệu chuẩn, giao tiếp, đàm phán và trình bày rõ ràng.
Ưu tiên ứng viên có kiến thức bảo mật, tích hợp hệ thống, hoặc từng làm việc trong môi trường yêu cầu tuân thủ nghiêm ngặt.",5,"Mức lương:15–35 triệu VND/tháng(thương lượng theo năng lực).
Thưởng theo dự án, lương tháng 13, đầy đủ BHXH – BHYT – BHTN.
Tham gia trực tiếp các dự án lớn, có ý nghĩa xã hội, tiếp xúc với nhiều hệ thống nghiệp vụ trọng yếu của Nhà nước.
Môi trường làm việc chuyên nghiệp, cơ hội phát triển lên PM/BA Lead.
Cơ hội tham gia các dự án lớn, có ý nghĩa xã hội và mang tính ứng dụng thực tiễn cao.",5,"Thứ 2 - Thứ 6 (từ 08:00 đến 17:00) Thời gian làm việc: Thứ 2 - Thứ 6 (8h30 – 18h00), có thể làm thêm 2 thứ 7/tháng khi cần.",https://www.topcv.vn/cong-ty/cong-ty-tnhh-phat-trien-he-thong-dich-vu-cong-nghe-thong-tin/35411.html,https://www.topcv.vn/viec-lam/truong-nhom-phan-tich-nghiep-vu/1838138.html?ta_source=ITJobs_LinkDetail
Java Backend,Công ty cổ phần công nghệ ứng dụng Arabica Việt Nam,Nhân viên,Đại Học trở lên,Toàn thời gian,"- Hà Nội: 72 Dương Khuê, Nam Từ Liêm",1 người,07/11/2025,"Chuyên môn IT Project Manager, IT - Phần mềm",2,"● Tham gia xây dựng các sản phẩm phần mềm liên quan tới lĩnh vực viễn thông, banking,cloud. Triển khai ứng dụng theo mô hình microservices, CI/CD (GitLab, ArgoCD, Jenkins,Nexus), nền tảng triển khai K8S● Lập trình phần mềm theo thiết kế hệ thống● Tham gia phát triển các sản phẩm phần mềm.● Review giải pháp phần mềm theo thiết kế hệ thống.● Viết tài liệu thiết kế hệ thống, tài liệu thiết kế chi tiết, thiết kế cơ sở dữ liệu● Lập trình và sửa lỗi phần mềm.● Triển khai và phối hợp triển khai các sản phẩm phần mềm.● Nghiên cứu và đề xuất các công nghệ mới để nâng cao chất lượng sản phẩm phần mềm.",1,"● Có từ 2 năm kinh nghiệm trở lên lập trình về Java● Có khả năng phân tích yêu cầu khách hàng và xây dựng tài liệu giải pháp● Có kiến thức về kiến trúc microservices, giao thức Oauth2, JWT● Hiểu biết và có kinh nghiệm làm việc với các nền tảng Java Core, Spring Boot, Hibernate● Có hiểu biết về message queue như Kafka, mô hình giao tiếp giữa các service qua Kafka. Đãtừng làm websocket là 1 lợi thế● Đã từng làm việc các loại cache: memcached, redis hoặc search engine như ElasticSearch● Có kinh nghiệm làm việc với SQL, PLSQL, có kiến thức về trong các hệ quản trị cơ sở dữliệu Oracle, MariaDB. Có kinh nghiệm về MongoDB và một lợi thế● Nắm vững các công nghệ Web service (SOAP, RESTful, JSON)● Đã từng sử dụng các dịch vụ của AWS là 1 lợi thế● Tiếng anh có thể đọc hiểu tài liệu, TOEIC > 450● Chịu được áp lực cao trong công việc, sẵn sàng trao đổi công việc vào buổi tối
● Đã từng làm việc, cài đặt các gói phần mềm và triển khai hệ thống trên hệ điều hành Linux● Có kỹ năng phân tích thiết kế kiến trúc hệ thống phần mềm, mô hình mạng máy tính",2,"● Lương theo thỏa thuận upto 30 triệu, 01 năm 13 tháng lương, review lương hằng năm● Thời gian làm việc có thể chọn 2 khung giờ 8h – 17h30 hoặc 8h30 – 18h, đi làm 1 thứ 7 đầutháng● Thưởng các ngày lễ lớn trong năm (30/4-01/5, 02/9, 01/01)● Nghỉ mát hàng năm, team building, party dự án, thể thao hằng tuần● Môi trường làm việc thân thiện, trẻ trung, năng động, thời gian làm việc linh hoạt, cơ hộithăng tiến trong công việc● Bảo hiểm xã hội, bảo hiểm y tế theo quy định",1,Thứ 2 - Thứ 6 (từ 08:30 đến 18:00) Từ thứ 2 đến thứ 6 và 1 thứ 7 đầu tiên của tháng,https://www.topcv.vn/cong-ty/cong-ty-co-phan-cong-nghe-ung-dung-arabica-viet-nam/138068.html,https://www.topcv.vn/viec-lam/middle-java-backend/1793062.html?ta_source=ITJobs_LinkDetail
Fullstack Developer SQL,CÔNG TY CỔ PHẦN CÔNG NGHỆ VÀ TRUYỀN THÔNG AWING VIỆT NAM,Nhân viên,Đại Học trở lên,Toàn thời gian,"- Hà Nội: Tầng 4, tòa nhà King Building, 7 Chùa Bộc, Kim Liên, Đống Đa",2 người,15/10/2025,"Chuyên môn Fullstack Developer, IT - Phần mềm",2,"Tham gia vào quy trình phân tích, thiết kế và phát triển các sản phẩm phần mềm của công ty.
Phối hợp chặt chẽ với đội ngũ backend để tích hợp giao diện người dùng với các API.
Tối ưu hóa hiệu suất hệ thống nhằm đảm bảo tốc độ truy cập cao và tiết kiệm tài nguyên.
Nghiên cứu và áp dụng các công nghệ mới nhằm cải tiến và nâng cao chất lượng sản phẩm.
Xây dựng và duy trì cơ sở dữ liệu, đảm bảo tính bảo mật và hiệu suất.
Viết và duy trì tài liệu kỹ thuật và tài liệu hướng dẫn sử dụng.
Thực hiện kiểm thử và gỡ lỗi (debug) để đảm bảo sản phẩm hoạt động ổn định và không có lỗi.
Hỗ trợ và giải quyết các vấn đề kỹ thuật phát sinh trong quá trình vận hành sản phẩm.
Đóng góp ý tưởng và giải pháp để cải tiến quy trình phát triển và tối ưu hóa hệ thống.",9,"Tốt nghiệp đại học hoặc cao đẳng chuyên ngành Công nghệ Thông tin hoặc các ngành liên quan.
Có ít nhất 2 năm kinh nghiệm làm việc với Backend (sử dụng .NET Core, C#).
Có ít nhất 1 năm kinh nghiệm làm việc với Frontend (sử dụng ReactJS, TypeScript).
Kiến thức vững chắc về SQL và hệ quản trị cơ sở dữ liệu quan hệ (RDBMS) như MySQL.
Kinh nghiệm làm việc với Apache Kafka hoặc bất kỳ giải pháp Message Queue nào.
Có kinh nghiệm trong thiết kế và phát triển các ứng dụng có độ sẵn sàng cao, khả năng mở rộng, hiệu suất cao và độ trễ thấp (Trong đó, kinh nghiệm làm tại công ty Product là điểm cộng).
Tư duy sản phẩm tốt, khả năng phân tích và giải quyết vấn đề hiệu quả.",7,"Lương thỏa thuận lên đến 1500 USD/tháng.
Lương tháng 13, thưởng quý theo kết quả kinh doanh.
Xét tăng lương hàng năm theo thành tích đóng góp.
Điều kiện làm việc linh hoạt.
Môi trường sáng tạo, năng động.
Thường xuyên tổ chức du lịch, team building.
Cơ hội thăng tiến lên vị trí Leader, Manager.
Chính sách thưởng cổ phần cho Key member, có đóng góp quan trọng cho công ty.
Phụ cấp ăn trưa.
Hưởng đầy đủ các chế độ đãi ngộ theo quy định của pháp luật.",10,Thứ 2 - Thứ 6 (từ 09:00 đến 18:30) Thứ 2 – Thứ 6 (09:00 – 18:30),https://www.topcv.vn/cong-ty/cong-ty-co-phan-cong-nghe-va-truyen-thong-awing-viet-nam/103313.html,https://www.topcv.vn/viec-lam/fullstack-developer-net-react-sql-c/1835045.html?ta_source=ITJobs_LinkDetail
